what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329303507503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303509432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303658612
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329303664048
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1329303666859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303675840
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1329303695404
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1329303695872
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1329303696036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303696942
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329303697376
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329303697486
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329303702589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329303704296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303706041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303712244
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1329303736743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329303739125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303740092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303749114
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329303750716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303760973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303772027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1329303780093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1329303787989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1329303788488
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1329303792295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303794922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329303796147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303796163
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1329303805387
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1329303805593
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329303805650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303806369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303809928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303811444
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303812769
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1329303813338
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1329303813362
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1329303813364
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1329303813451
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1329303813483
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1329303823735
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1329303823737
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1329303823738
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1329303823738
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1329303823739
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1329303823739
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1329303823740
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1329303823741
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1329303823741
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1329303823742
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1329303823743
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1329303823743
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1329303823744
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1329303823745
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1329303823745
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1329303823746
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1329303823747
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1329303823748
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1329303823749
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1329303823750
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1329303823751
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1329303823752
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1329303823752
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1329303823753
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1329303823754
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1329303823755
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1329303823756
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1329303823756
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1329303823757
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1329303823769
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1329303823770
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1329303823771
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1329303823771
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1329303823772
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1329303823773
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1329303823774
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1329303823775
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1329303823776
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1329303823777
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1329303823777
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1329303823779
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1329303823780
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1329303823781
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1329303823782
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1329303823783
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1329303823785
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1329303823786
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1329303823786
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1329303823787
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1329303823789
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1329303823790
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1329303823791
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1329303823792
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1329303823794
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1329303823795
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1329303823796
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1329303823797
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1329303823798
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1329303823799
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1329303823800
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1329303823802
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1329303823803
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1329303823805
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1329303823807
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1329303823808
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1329303823809
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1329303823811
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1329303823813
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1329303823815
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1329303823817
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1329303823819
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1329303823819
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1329303823820
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1329303823822
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1329303823824
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1329303823825
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1329303823826
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1329303823828
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329303823830
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1329303823831
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329303823832
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1329303823838
os,sysinfo,,,"linux",1329303823844
arch,sysinfo,,,"x86_64",1329303823844
ws,sysinfo,,,"gtk",1329303823844
locale,sysinfo,,,"en_US",1329303823844
processors,sysinfo,,,"4",1329303823844
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1329303823844
java.runtime.version,sysinfo,,,"1.6.0_22-b22",1329303823844
java.specification.name,sysinfo,,,"Java Platform API Specification",1329303823844
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329303823844
java.specification.version,sysinfo,,,"1.6",1329303823844
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329303823844
java.version,sysinfo,,,"1.6.0_22",1329303823844
java.vm.info,sysinfo,,,"mixed mode",1329303823844
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1329303823844
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329303823844
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329303823844
java.vm.specification.version,sysinfo,,,"1.0",1329303823844
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329303823844
java.vm.version,sysinfo,,,"20.0-b11",1329303823844
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1329303823850
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329303824086
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1329303824266
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1329303828471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303832200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303852425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303852474
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1329303857240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1329303865965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303865986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303867596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303873151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303873205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303891945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1329303894536
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1329303901425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303918775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303918781
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1329303923396
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1329303923449
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329303923482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303926264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303930667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329303933119
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1329303934261
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1329303935595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303938003
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303942139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303951297
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303951506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303954891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303955094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303981980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329303989453
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329303995616
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1329304001739
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1329304001770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329304018589
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1329304023892
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1329304024676
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1329304024699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329304024906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304027203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304149423
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329304150676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304156533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304156536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304160488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329304161675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304161691
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329304163885
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329304166273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329304167596
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1329304170302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1329304171566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304177908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304177940
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329304179656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304183442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304183611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304188280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329304220717
